ORIGINAL_VALUE	LANGUAGE	URI	START	END
Enligt text under Pl. 182 Kinas trädgårdar Vol. I: Yuanmingyuan. Wan Fan An He, ”Fred och Harmoni överallt.” En byggnad på svastikaformad grundplan, resande sig ur vattnet. Svastikan är ett tecken för ”wan”, det oändliga eller allomfattande, men även för Buddhas hjärta.	sv	http://www.wikidata.org/entity/Q907894	51	63
Enligt text under Pl. 80 b Kinas trädgårdar Vol. I: Vägmosaik, framställande en rad fåglar, i Shansi Huiguan, Peking (Osäker om Shansi här ska transkriberas Shanxi som provinsen) .	sv	http://www.wikidata.org/entity/Q46913	128	134
Gatuförsäljning på trottoarkant i Luoyang, 1962. Bilden visar två kvinnliga försäljare av skoinlägg mm. Många barn. I förgrunden springer ett naket barn.	sv	http://www.wikidata.org/entity/Q187136	34	41
Bonden Feng Changye. Bildtext: Feng Changye, brigadens ordförande, 1962. Publicerad i Jan Myrdal, Rapperter från kinesisk by Liu Lin 1962–1982, Norstedts, 1985, bildsamling mellan s. 160 0ch 161.	sv	http://www.wikidata.org/entity/Q1398697	86	96
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Wanshoushan (The Longevity Hill). Kamelpuckelbron.	sv	http://www.wikidata.org/entity/Q733791	41	53
Otto Zdansky tar en paus under arbetet i Yangshaobyn 1921. Skägget lät han växa under tiden i Kina. Notera det lilla barnet snett bakom paleontologen. Skuggan framför Zdansky avslöjar att fotografen är Elsa Rosenius då silhuetten av hennes hatt syns i bilden. (Romgard 2018:228, bild 45)	sv	http://www.wikidata.org/entity/Q148	94	98
Enligt text under  Pl. 179 Kinas trädgårdar Vol. I: Yuanmingyuan. Fanghu Shengjing. Detta stora byggnadskomplex, som reste sig på en hög marmorterrass strax norr om Fuhai, uppfördes 1740 och ansågs vara det ståtligaste i Yuanmingyuan. Teckning av F.M  Piper efter ett av de 40 kinesiska träsnitt, vilka framställde samma vyer som de av Tang Dai (T’ang Tai) och Shen Yuan utförda målningarna. En serie av dessa träsnitt fanns i C.F. Scheffers ägo i Stockholm.	sv	http://www.wikidata.org/entity/Q907894	221	233
Bildtext: Barn leker krig, Kunming Ett barn ligger på mage med ett leksaksgevär. Ett annat barn tittar på. Kanal i bakgrunden. Bilden finns publicerad på sidan 128 i boken: Kinesisk resa, Norstedts,1965. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q7569	10	14
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Den Långa bron som leder över till holmen med Drakkonungens helgedom.	sv	http://www.wikidata.org/entity/Q733791	41	53
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Marmorbro i Jingxinzhai, De Rena Tankarnas studio, i Beihai, Beijing.	sv	http://www.wikidata.org/entity/Q956	116	123
17 oktober anlände det svenska följet till Kina. De första två veckorna ägnades åt Peking med omgivningar. Med stor energi och entusiasm besökte sällskapet Förbjudna staden, museer och antikaffärer. Det gjordes flera bilutflykter till intressanta platser i Pekings närhet som Sommarpalatset och Minggravarna. I november gick resan söderut, mot Shanxi-provinsen där kronprinsparet fick möjlighet att delta i pågående utgrävningar av förhistoriska boplatser. Kronprinsessan Louise gjorde ett fynd i form av en tripod. (Kungens gåva)	sv	http://www.wikidata.org/entity/Q148	43	47
Porträtt ung kvinna, Thaibyn Fengping, 1962.	sv	http://www.wikidata.org/entity/Q467	13	19
Kvinnor och barn vid korgar vid hamnen i fiskeby, förmodligen nära Qingdao, 1976.	sv	http://www.wikidata.org/entity/Q7569	12	16
Ett gäng med 5-6 pojkar springer i en park, Kunming, 1962. Bilder på samma pojkar finns publicerade i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, Stockholm, 1966, sid 128.	sv	http://www.wikidata.org/entity/Q22698	38	42
"Skulptur gestaltande sittande väktarlejon. Bild ur mapp märkt ""Sculpture, Animals, 6 Dynasties, 4"". Coll. Vignier, Paris."	sv	http://www.wikidata.org/entity/Q90	115	120
"Bild ur mapp märkt ""Buddha Seated - Standing Liao-Sung-Ming-Yüan Japan""."	sv	http://www.wikidata.org/entity/Q7055	20	26
Otto Zdansky tar en paus under arbetet i Yangshaobyn 1921. Skägget lät han växa under tiden i Kina. Notera det lilla barnet snett bakom paleontologen. Skuggan framför Zdansky avslöjar att fotografen är Elsa Rosenius då silhuetten av hennes hatt syns i bilden. (Romgard 2018:228, bild 45)	sv	http://www.wikidata.org/entity/Q78948	0	12
Grottempel med nischer och reliefer på Buddha.	sv	http://www.wikidata.org/entity/Q7055	39	45
Gruppfoto av uniformerade män vid Himmelens altare.	sv	http://www.wikidata.org/entity/Q101687	44	50
Enligt text under Pl. 154 Kinas trädgårdar Vol. I: Nanhai, Yingtai. Ren yu ting, paviljong för Matande av fiskarna.	sv	http://www.wikidata.org/entity/Q1023893	51	57
Kvinna väver tyg med nio barn runt omkring, Mangshi i Yunnanprovinsen, 1962.	sv	http://www.wikidata.org/entity/Q7569	25	29
Enligt text på fotokuvert: Yuanmingyuan.	sv	http://www.wikidata.org/entity/Q907894	27	39
Enligt föremålsetikett: Wooden Buddhistic figure. Chinese Tang och Song Dynasty 618 -1280 AD. From the Temple of Tianlongsi, Tsch Chow Fu,(Jincheng) Shanxi.	sv	http://www.wikidata.org/entity/Q72990	139	147
Enligt text på fotokuvert: Shawomen. Stadsport och affärsgatan som går igenom den. En man rider på en åsna.	sv	http://www.wikidata.org/entity/Q19707	102	106
Fiskesjö, Magnus & Chen, Xingcan (2004) China before China: Johan Gunnar Andersson, Ding Wenjiang, and the discovery of China´s preshistory: a companion guide for the new exhibit at the museum of far eastern antiquities. Östasiatiska museet.	sv	http://www.wikidata.org/entity/Q148	40	45
En västerländsk kvinna poserar framför kameran sittandes på en parkbänk i en kinesisk trädgård.	sv	http://www.wikidata.org/entity/Q1107656	86	94
Gatubild. En samling kvinnor och män sittandes på en bänk under ett träd. Kvinnan har ett barn i knät.	sv	http://www.wikidata.org/entity/Q7569	90	94
Sirén, Osvald (1948). Kinas trädgårdar och vad de betytt för 1700-talets Europa. D. 1, Trädgårdar i Kina. Stockholm: AB Svensk litteratur	sv	http://www.wikidata.org/entity/Q148	100	104
Man säljer mat och kvinna bakar på marknad i Mangshi, Yunnan, 1962.	sv	http://www.wikidata.org/entity/Q467	19	25
Enligt text under Pl. 151a Kinas trädgårdar Vol. I: Övre bilden: Nanhai, Yingtai. Rampen som leder upp till Xiang Luan Ge, Den svävande Fenixpaviljongen.	sv	http://www.wikidata.org/entity/Q1023893	65	71
Stadsmur med ett torn. Nedanför jobbar vuxna och barn med att plocka något i korgar.	sv	http://www.wikidata.org/entity/Q7569	49	53
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Beihai. Ingån gen till Yongansi, Den Eviga Fridens Tempel.	sv	http://www.wikidata.org/entity/Q733791	41	53
Åtta barn i en port vid gatan tittar på fotografen, Kunming, 1962.	sv	http://www.wikidata.org/entity/Q7569	5	9
"Bild ur mapp märkt ""Sculpture 24, Buddha seated, T´ang""."	sv	http://www.wikidata.org/entity/Q7055	34	40
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: En paviljong bland klippor och gamla thujor i en avskild trädgård vid Nya sommarpalatset.	sv	http://www.wikidata.org/entity/Q1107656	112	120
Suzhous trädgårdar 1923. Kinesisk kvinna i en trädgård.	sv	http://www.wikidata.org/entity/Q1107656	46	54
"1. Industrimonumentet framför Tekniska Högskolan, har högtidligen invigts. - Rådman Allan Cederborg överlämnade konstverket till staden. - Professor Carl Milles, industrimonumentets skapare. / 2. ""Solsångaren"" även den utförd av professor Carl Milles, har nu intagit sin plats i strömparterren. En bild från den svåra transporten. - ""Solsångaren"", ett monument över den stora skalden Tegnér, avtäckes i närvaro av H.M. konungen. - Anders de Wahl föredrager ""sången till solen"". / 3. Mercurii söner har fått nytt hem. Handelshögskolans ståtliga byggnad vid Sveavägen, har i närvaro av H.M. Konungen, hötidligen överlämnats till Handelshögskoledirektionen. / 4. Höstens första gångtävlan till Djursholms restaurant har avgåtts. Priserna bestod av gåsmiddagar, vilka vi hoppas de respektive segrarna med glädje och aptit avåt. - Red. T.T. i Idrottsbladet vågade inte gå ensam. - Ynglingar mellan 60 och 70 år starta. - Några bilder från den spännande gås-marchen."	sv	http://www.wikidata.org/entity/Q48548	239	250
En port med mur. Ingång till palats eller tempel. En bågformad bro leder över vallgraven och fram till porten.	sv	http://www.wikidata.org/entity/Q16560	29	35
"Lars Leijonborg talar i hörsalen Beijing på Östasiatiska museet 2008 om projektet ""Project China 2008"", ett ettårigt skolprojekt med 12 elever från Kungliga tekniska högskolan (KTH) och Handelshögskolan. Projektet sponsrades av Ikea, Stora Enso, Ericsson och Sandvik."	sv	http://www.wikidata.org/entity/Q52618	246	254
Två skulpturer en stående Bodhisattva och en stående munk.	sv	http://www.wikidata.org/entity/Q178149	26	37
En man och en äldre kvinna vid ett stort brunnsliknande träkar.	sv	http://www.wikidata.org/entity/Q467	20	26
"1. Jack Townsend den berömde svarte boxaren, har åter anlänt till Stockholm, denna gång för att utkämpa en dust med Harry Persson. - försöker åka skidor - all vår början..... - ""det här är roligare än cirkus"" förklarade Townsends manager. / 2. Vintern tycks nu ha kommit på allvar att döma av dessa bilder från gubben Bores framfart i Stockholm. (in efter snöstormen enl. textlista) / 3. Holländaren Jan van Albert, som innehar den imponerande längden av 2,70 m., gästar för närvarande Stockholm tillsammans med en av världens mest småväxta herrar. / 4. Ett offer för snöstormen Med knäckta master har skonertskeppet Svea inkommit till Stockholm efter att ha gjort haveri vid Almagrundet. - fartygets besättning"	sv	http://www.wikidata.org/entity/Q1754	66	75
Kvinna bereder mat vid sitt matstånd på marknad i Mangshi, Yunnan, 1962.	sv	http://www.wikidata.org/entity/Q467	0	6
"Bild ur mapp märkt ""Sculpture 24, China, Buddha seated, T´ang""."	sv	http://www.wikidata.org/entity/Q748	41	47
"""Inget vanligt jävla hus"" lär Filminstitutets grundare Harry Schein ha sagt som utgångspunkt för projektet. Och där fick han som han ville. Filmhuset, ritat av Peter Celsing, har knappast lämnat någon oberörd sedan det stod färdigt den 18 januari 1971."	sv	http://www.wikidata.org/entity/Q1586766	55	67
Från grotta XVIII i de buddhistiska grottemplen i Yungan, Shanxi-provinsen, Norra Wei (386-534).	sv	http://www.wikidata.org/entity/Q875305	76	85
Johan Gunnar Andersson viewing the collections after their arrival at the former Östermalm prison in Stockholm. (Fiskesjö 2004, s. 94)	sv	http://www.wikidata.org/entity/Q954811	0	22
Myrdal, Eva (2004). Kina före Kina. Stockholm: Östasiatiska museet	sv	http://www.wikidata.org/entity/Q148	30	34
Stenmaster utanför Feng Shen, Sui Yuan, vid Kalgan, Paotobanan.	sv	http://www.wikidata.org/entity/Q58650	44	50
Trädgård med stenformationer och växter.	sv	http://www.wikidata.org/entity/Q1107656	0	8
En trappa skuggad av träd.	sv	http://www.wikidata.org/entity/Q12511	3	9
Gatubild. En familj som är ute och handlar. Kvinnan ser bekymrad ut.	sv	http://www.wikidata.org/entity/Q8436	13	19
Bildtext: Marknadsliv, Mangshih Två personer går över en liten träbro. Bilden finns publicerad på sidan 141 i boken: Kinesisk resa, Norstedts,1965. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q61509	126	130
Shenwumen är den norra porten till Förbjudna staden. Yuhuayuan är Imperal Garden.	sv	http://www.wikidata.org/entity/Q80290	35	51
Enligt text under Pl. 142 Kinas trädgårdar Vol. I: Mr Fu Tsêng-hsiangs (Fu Zengxiang) trädgård i Peking med dess lilla damm och paviljonggalleri.	sv	http://www.wikidata.org/entity/Q1107656	86	94
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Paviljonggalleri vid Nya sommarpalatset, försett med ornamentala balustrader och lambrekänger. De senare, som vila på konsoler, ansluta sig till bjälkarna under takfonten.	sv	http://www.wikidata.org/entity/Q4132	80	94
Enligt text under pl. 164-165 Kinas trädgårdar Vol. I: Beihai. Wugongqiao, Tusenfotingsbron, ledande över från Tuancheng till Baitashan, Den Vita Pagodens Berg.	sv	http://www.wikidata.org/entity/Q133650	55	61
Enligt text under pl. 18 Kinas trädgårdar Vol. I: Spång av uppbyggda trampstenar i en vattenfåra, Nanhai, Peking.	sv	http://www.wikidata.org/entity/Q1023893	98	104
"Bild ur mapp märkt ""Sculpture, Animals, 6 Dynasties, 4"". Ex. coll Mallon (1923), ex. Vignier. Coll. von der Heydt, RCh 141 Museum Rietberg, Zürich."	sv	http://www.wikidata.org/entity/Q457468	130	138
Enligt text under Pl. 191b Kinas trädgårdar Vol. I: Yuanmingyuan. Yuanyingguan, ”Utblick över Fjärran Vatten”. Bild efter fotografi 1922.	sv	http://www.wikidata.org/entity/Q907894	52	64
Mur som slingrar sig uppåt kullarna i Chengde (Jehol).	sv	http://www.wikidata.org/entity/Q58675	47	52
Gatuliv i Luoyang, 1962. Bildtext: Gatubibliotek. Barn lånar böcker en söndagsmorgon, Loyang. Bilden finns publicerad i Kinesisk Resa P.A. Norstedt & Söners Förlag, 1966, sid 60. Text finns i Carlotta om bilden som GK-18-0002	sv	http://www.wikidata.org/entity/Q61509	129	133
Man säljer mat och kvinna bakar på marknad i Mangshi, Yunnan, 1962.	sv	http://www.wikidata.org/entity/Q8441	0	3
Gruppfoto taget i Lanchow vintern 1923-1924. 1 Civilguvernören. 2. Yuan. 3. Andersson.	sv	http://www.wikidata.org/entity/Q10510813	76	85
Stadsport med människor som passerar in och ut genom porten.	sv	http://www.wikidata.org/entity/Q82117	0	9
Enligt text under Pl. 76 Kinas trädgårdar Vol. I: Murar med ornamentala fönstergaller av bränd lera vi Lang Ya Si, nära Chuzhou, Anhui.	sv	http://www.wikidata.org/entity/Q40956	129	134
Enligt text under Pl. 200 Kinas trädgårdar Vol. I: Wan shou Shan.  Bao Yun Ge, ” De Dyrbara Molnens Paviljong”, och andra smärre byggnader på sluttningen framför Fo Xiang Ge.	sv	http://www.wikidata.org/entity/Q1181540	55	59
Nio pojkar ser in igenom ett skyltfönster där det finns leksaksbilar att titta på. Fyra andra pojkar samlas runt kameran och tittar in i linsen, Kunming, 1962. Liknande bild finns publicerad i an Myrdal och Gun Kessle, Kinesisk Resa, P. A. Norstedt & Söners Förlag, Stockholm, 1966, sid 129.	sv	http://www.wikidata.org/entity/Q182852	145	152
"1. Skandalhuset vid Roslagstorg har nu äntligen definitivt skattat åt förgängelsen till gatutrafikanternas lättnad. / 2. Rullstolsmannen Herr Alfred Witt, som tillryggalagt sträckan Sthlm - Malmö - Göteborg - Sthlm i rullstol. Herr Witt slår läger efter en ansträngande dag. Efter vilan fortsätter färden. Återkomst till Stockholm / 3. Noaks ark Det nya djurhuset på Skansen har nyligen blivit färdigt att tagas i bruk. / 4. Jack Townsend, den amerikanske boxaren anländer till Stockholm för att utkämpa en match mot Karl Jonsson (Kalle Masen).  Kalle tränar.  Kalle Masen och hans tränare Arthur Ahl. Matchen slutade med svenskens nederlag på knock out i första ronden. / 5. Ett egendomligt fartyg ""Sandsugaren"" på besök i Stockholm (suger slam och sand från sjöbotten där djupet behöver ökas). / 6. Söndagen den 6 september – Svenska Motorklubbens hastighetstävlingar på Östermalms idrottsplats. / 7. 6-dagarsloppets avslutning. Cyklisternas passage genom Ljungby. Vid målet i Fittja. Sven Johansson, segrare på sista etappen och i B-klassen. Ragnar Malm vann det krävande loppet. Cyklisterna passera Skeppsbron. Ankomst till Stadion"	sv	http://www.wikidata.org/entity/Q725108	367	374
Jan Myrdal med kinesiska tolken Pei Guangxi? I Mangshi på marknad med matstånd, 1962.	sv	http://www.wikidata.org/entity/Q15176	36	43
Stadsmur med stadsport sedd från sidan.	sv	http://www.wikidata.org/entity/Q82117	13	22
Enligt text under Pl. 32 Kinas trädgårdar Vol. I: Dammen och det håliga bergsmassivet i Shizilin, Lejonskogen, i Suzhou	sv	http://www.wikidata.org/entity/Q42622	113	119
Kvinna bereder mat vid sitt matstånd på marknad i Mangshi, Yunnan, 1962.	sv	http://www.wikidata.org/entity/Q43194	59	65
Stadsport med många människor som passerar in och ut.	sv	http://www.wikidata.org/entity/Q82117	0	9
Vy från en terrass mot en gårdsplan med träd och en gångväg till en annan byggnad.	sv	http://www.wikidata.org/entity/Q838625	11	18
Två kvinnor äter mat vid matmarknaden i Mangshi, Yunnan, 1962.	sv	http://www.wikidata.org/entity/Q43194	49	55
Bildtext i boken: Kinesisk resa: Meloner bärs upp för bygatan Kvinna bär meloner (eller pumpor) i två korgar på bärstång uppför en sluttande väg. Bilden finns publicerad på sidan 116 i boken: Kinesisk resa, Norstedts. Även publicerad på sidan 66 i boken: Kvinnoliv i kinesisk by, Norstedts, 1983. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q61509	201	205
I Kinas trädgårdar - med Osvald Sirén	sv	http://www.wikidata.org/entity/Q733791	25	37
Johan Gunnar Andersson och kronprins Gustaf Adolf, Stockholm, 1931 (Kungens gåva)	sv	http://www.wikidata.org/entity/Q1754	51	60
Trädgårdsbild med kinesisk man som poserar bland stenformationer. Suzhous trädgårdar.	sv	http://www.wikidata.org/entity/Q8441	27	30
Enligt text på fotokuvert: P; Yusi. En lång trappa som leder upp till en tempelliknande byggnad.	sv	http://www.wikidata.org/entity/Q12511	44	50
Två himmelska kungar. Från Feng Xian Si, buddhistiska grottemplen i Longmen, Henan–provinsen, Kina. Tang-dynastin (672-675).	sv	http://www.wikidata.org/entity/Q273834	68	75
Enligt text på fotokuvert: Imperial hunting park.	sv	http://www.wikidata.org/entity/Q22698	44	48
Skulptur gestaltande stående Bodhisattva sedd bakifrån.	sv	http://www.wikidata.org/entity/Q178149	29	40
Tempelliknande byggnad. I förgrunden en gårdsplan med  trappa som leder upp till byggnaden.	sv	http://www.wikidata.org/entity/Q12511	55	61
Enligt text på fotokuvert: Shawomen. Stadsport och affärsgatan som går igenom den. En man rider på en åsna.	sv	http://www.wikidata.org/entity/Q82117	37	46
Snötäckt trappa vid himmelsaltaret.	sv	http://www.wikidata.org/entity/Q12511	9	15
Enligt text under Pl. 101 Kinas trädgårdar Vol. I: Den blommande sjön i parken vid Tenryuji, ett annat Zen-kloster i närheten av Kyoto.	sv	http://www.wikidata.org/entity/Q44613	107	114
Enligt text under Pl. 68 Kinas trädgårdar Vol. I: Ett avskilt trädgårdsparti i det Nya sommarpalatsets park, omslutet av en buktande mur, som ansluter sig till terrängens modellering.	sv	http://www.wikidata.org/entity/Q22698	103	107
1. En vattensläde från England som importerats av ingenjör Ivar Kreuger. Den har vid försök uppnått en hastighet av 45 knop. / 2. Fotboll och bandy på samma dag - några snapshots från fotbollsmatchen på Hammarby den 18 oktober samt bandyträningen på Laduviken. / 3. Den nya rundradiostationen är nu fullt färdig. En bild av de båda 17 meter höga masterna på Brunkebergshotellets tak.	sv	http://www.wikidata.org/entity/Q21	23	30
J. G. Anderssons utgrävningar i Kina (1920-1925)	sv	http://www.wikidata.org/entity/Q148	32	36
"Bild ur mapp märkt ""Sculpture, Animals, San kue - 6 dyn, 3"". Nelson Gallery of Art."	sv	http://www.wikidata.org/entity/Q1976985	61	82
1. På Stortorget Julmarknad / 2. Ett vintertecken x-bron utlagd för att som vanligt underlätta gångtrafiken mellan Norr och Söder. / 3. Julaffärerna har i år varit livligare än vanligt. - Trafikkonstapel i hörnet av Vasagatan - Kungsgatan  - på Hötorget / 4. På Karlberg har den årliga officersexamen nyligen ägt rum - kortegen lämnar Karlberg - när arbetet är klart av dykare, får de båda bärgningskranarna göra grovarbetet.	sv	http://www.wikidata.org/entity/Q335491	262	270
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 33, China, Bodhisattva standing, stibe, five dyn. sung, yüan""."	sv	http://www.wikidata.org/entity/Q178149	0	11
Enligt text på fotokuvert: Yuanmingyuan. Entrébyggnad med mur. Genom den öppna porten kan man skymta ruinerna.	sv	http://www.wikidata.org/entity/Q907894	27	39
"Grottempel med dekorerad pelare. Enligt text på fotokuvert: Yunkang 1922. Bild ur mapp märkt ""Sculpture 1 China Yün Kang Caves I-VII"". 云冈石窟; traditional Chinese: 雲崗石窟; pinyin: Yúngāng Shíkū; Wuzhoushan Grottoes."	sv	http://www.wikidata.org/entity/Q148	106	111
Två flickor leker vid en stenskulptur föreställande en häst, Kunming, 1962. Bildtext: Gatuscener, Kunming. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, 1965, s. 127.	sv	http://www.wikidata.org/entity/Q182852	98	105
Två skulpturer den ena en Bodhisattva den andra en munk.	sv	http://www.wikidata.org/entity/Q733786	51	55
Enligt text under Pl. 26 Kinas trädgårdar Vol. I: Ett galleri vilande på stenar, Chenluanlang, och framför detta en damm, vars stränder äro uppbyggda med såväl horisontala som vertikala stenar till någonting liknande ett oländigt bergmassiv, som höjer sig mot byggnaderna i bakgrunden. Beihai, Peking.	sv	http://www.wikidata.org/entity/Q133650	286	292
En man med en kärra.	sv	http://www.wikidata.org/entity/Q8441	3	6
Stadsmur med stadsport. I förgrunden människor och packåsnor gåendes mot stadsporten. I bakgrunden ett berg.	sv	http://www.wikidata.org/entity/Q82117	13	22
Stadsport med försäljningsställen nedanför på gatan. Fyra beväpnade vakter bevakar ingången till stadsporten.	sv	http://www.wikidata.org/entity/Q82117	0	9
Enligt text på fotokuvert: Nanhai. En trädgårdspaviljong med stenformationer i bakgrunden.	sv	http://www.wikidata.org/entity/Q1023893	27	33
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 29, China, Bodhisattva standing, SUI""."	sv	http://www.wikidata.org/entity/Q178149	0	11
Kronprinsen gräver (”Grävplats N. om Tai Yuan Fu”), Shansi, november 1926 (Kungens gåva)	sv	http://www.wikidata.org/entity/Q46913	52	58
Huvudlös Buddha på lotustron.	sv	http://www.wikidata.org/entity/Q7055	9	15
Enligt text under Pl. 190b Kinas trädgårdar Vol. I: Yuanmingyuan. Fangwaiguan, Belvedere, ”Plats med vidsträckt utsikt”. Bild efter fotografi 1922.	sv	http://www.wikidata.org/entity/Q907894	52	64
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 33, China, Bodhisattva standing, stibe, five dyn. sung, yüan""."	sv	http://www.wikidata.org/entity/Q148	56	61
Folk strosar längs solig gata i Kunming, 1962.	sv	http://www.wikidata.org/entity/Q182852	32	39
Expeditionen på marsch mot Gansuprovinsen i maj 1923. De hade först tagit järnvägen så långt den då gick till stationen Guanyintang i Henanprovinsens allra västligaste del. Där klev de av, lastade om, hyrde lokala kärror och tog sig sedan vidare västerut genom Shaanxiprovinsen till Gansu. Andersson beräknade sträckan till ca 140 mil. Den lokale guvernören hade insisterat på militäreskort av oro för rövare. (Romgard 2018:223, bild 42)	sv	http://www.wikidata.org/entity/Q954811	290	299
Enligt text under Pl. 108 Kinas trädgårdar Vol. I:En vik av sjön i Sambo-in-parken vid Daigoji, (Foto 1922, före taifuns härjningar på platsen.) Den anlades vid slutet av 1500-talet för Toyotomi Hideyoshi.	sv	http://www.wikidata.org/entity/Q187550	186	204
Enligt text under Pl. 174 Kinas trädgårdar Vol. I: Beihai. Jingxinzhai, Det Rena Hjärtats Studio. Änkekejsarinnan Cixis privatträdgård, där hon sysslade med kalligrafi och måleri. Jinjuanlang-galleriet.	sv	http://www.wikidata.org/entity/Q12681	157	167
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: En paviljong bland klippor och gamla thujor i en avskild trädgård vid Nya sommarpalatset.	sv	http://www.wikidata.org/entity/Q733791	41	53
Klosterområde i Chengde (Jehol).	sv	http://www.wikidata.org/entity/Q58675	25	30
"Bodhisattva. Bild ur mapp märkt ""Sculpture 27, China, Bodhisattva, N. W E I, W. W E I, E. W E I""."	sv	http://www.wikidata.org/entity/Q178149	0	11
Två barn vid en trappa.	sv	http://www.wikidata.org/entity/Q7569	4	8
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 28, China, Bodhisattva standing, N. C H´I""."	sv	http://www.wikidata.org/entity/Q148	56	61
Enligt text under Pl. 184b Kinas trädgårdar Vol. I: Yuanmingyuan. Pengdao Yaotai, ”De Odödligas Öar och Gröna Terrasser”, mitt i Fuhai, ”Lycksalighetens Sjö”. Tecknad av Piper efter ett träsnitt.	sv	http://www.wikidata.org/entity/Q907894	52	64
Yuanmingyuan (Old Summer Palace): Ruins of Xushuilou (House for Collecting Waters). 004535 är ett tryck som återger samma byggnad som den såg ut 1786.	sv	http://www.wikidata.org/entity/Q907894	0	12
Buddha på lotustron.	sv	http://www.wikidata.org/entity/Q7055	0	6
Johan Gunnar Andersson showing the collections to Crown Prince Gustaf Adolf in Stockholm (From Isaksson, ed. Kungen gräver) (Fiskesjö 2004, s. 94)	sv	http://www.wikidata.org/entity/Q205773	95	103
Ett bostadshus på en terrass. Nedan för ett stort kar till vilken inbygd stupränneanordning leder. Bredvid karet ett ok och två trähinkar.	sv	http://www.wikidata.org/entity/Q838625	21	28
Folkliv vid stadsporten i gamla staden i Luoyang, 1962. Bilden visar många barn som tittar in i kameran. En pojke med bar överkropp och tydligt markerade revben böjer sig fram emot kameran.	sv	http://www.wikidata.org/entity/Q187136	41	48
Fiskesjö, Magnus & Chen, Xingcan (2004) China before China: Johan Gunnar Andersson, Ding Wenjiang, and the discovery of China´s preshistory: a companion guide for the new exhibit at the museum of far eastern antiquities. Östasiatiska museet.	sv	http://www.wikidata.org/entity/Q148	120	125
Enligt text under Pl. 67 Kinas trädgårdar Vol. I:  Stigande mur med ornamental port vi Jadekällans park, nära Peking.	sv	http://www.wikidata.org/entity/Q22698	99	103
Bildtext: Byskönheter, Feng Ping Tre flickor (unga kvinnor) i rad. De tittar in i kameran. De har hattar på sig. Bilden finns publicerad på sidan 147 i boken: Kinesisk resa, Norstedts,1965. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q61509	168	172
Bro i solsken i Mangshi, Yunnan, 1962. Bilden publicerad i Kinesisk Resa, P.A. Norstedt & Söners Förlag, Stockholm, 1966, sid 147.	sv	http://www.wikidata.org/entity/Q61509	68	72
Utsikt över floden från Longmen-grottorna,  provinsen Henan. De buddhistiska grottemplen i Longmen byggdes på slutet av 400-talet – 750-talet.	sv	http://www.wikidata.org/entity/Q273834	91	98
Järngryta, i vilka offren brändes efter ceremoniers slut samt ugnen, där hela djur stektes.	sv	http://www.wikidata.org/entity/Q729	78	82
Enligt text under Pl. 123 Kinas trädgårdar Vol. I: Suzhou. Guyuan eller Yiyuan, ”Vilans trädgård”. En anläggning som denna kan framstå som en myllrande massa av sällsamma stenar och träd; den skulle fängsla genom sitt överflöd och sina överraskningar snarare än genom någon överskådlighet.	sv	http://www.wikidata.org/entity/Q42622	51	57
"""Hela familjens sommargarderob"". Mannekänguppvisning på Nordiska Kompaniet. Sommarmodet 1954."	sv	http://www.wikidata.org/entity/Q1998385	56	74
En stenbelagd gång som leder genom en månport. Shiziling, Suzhou	sv	http://www.wikidata.org/entity/Q42622	58	64
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 33, China, Bodhisattva standing, stibe, five dyn. sung, yüan""."	sv	http://www.wikidata.org/entity/Q178149	63	74
Dongzhimen. Stadsmur med en stor trappa som leder upp. Uppe på muren en stor byggnad. Nedanför är träd planterade.	sv	http://www.wikidata.org/entity/Q12511	33	39
Bildtext ur boken: Rapporter från kinesisk by Liu Lin 1962, 1982: Feng Changye, brigadens ordförande 1962. Porträtt av man med turbanliknande huvudbonad. Bilden finns publicerad mellan sid 160 och 161 i boken: Rapporter från kinesisk by Liu Lin 1962, 1982, Norstedts - Mellanformat - Svartvit - Negativ	sv	http://www.wikidata.org/entity/Q8441	119	122
Folkliv vid stadsporten i gamla staden i Luoyang 1962. Bilden visar många barn. En pojke centralt i bild blundar, en pojke med kort lugg tittar in i kameran.	sv	http://www.wikidata.org/entity/Q187136	41	48
